nom,dosage,forme,substance_active,classe_therapeutique,epi_laboratoire,statut_commercialisation,statut_amm,presentation,pp_gn,ppv,ph,pfht,tva,lien_rcp_naf,source_page
ATECTURA BREEZHALER,150 µG  /  160 µG,POUDRE POUR INHALATION EN GELULE,INDACATEROL (ACETATE) // MOMETASONE (FUROATE),PNEUMOLOGIE-ALLERGOLOGIE,NOVARTIS PHARMA,AMM sans prix,AMM ENREGISTREE,BOITE DE 30 GELULES + UN INHALATEUR.,PP,SANSPPV DH,SANSPH DH,SANSPFHT DH,0%,-,43
ATECTURA BREEZHALER,150 µG  /  320 µG,POUDRE POUR INHALATION EN GELULE,INDACATEROL (ACETATE) // MOMETASONE (FUROATE),PNEUMOLOGIE-ALLERGOLOGIE,NOVARTIS PHARMA,AMM sans prix,AMM ENREGISTREE,BOITE DE 30 GELULES + UN INHALATEUR.,PP,SANSPPV DH,SANSPH DH,SANSPFHT DH,0%,-,43
ATECTURA BREEZHALER,150 µG  /  80 µG,POUDRE POUR INHALATION EN GELULE,INDACATEROL (ACETATE) // MOMETASONE (FUROATE),PNEUMOLOGIE-ALLERGOLOGIE,NOVARTIS PHARMA,AMM sans prix,AMM ENREGISTREE,BOITE DE 30 GELULES + UN INHALATEUR.,PP,SANSPPV DH,SANSPH DH,SANSPFHT DH,0%,-,43
ATENOR,100   MG,COMPRIME,ATENOLOL,CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,POLYMEDIC,Commercialisé,AMM ENREGISTREE,BOITE DE 14,GN,"25,00 DH","15,60 DH","14,88 DH",0%,-,43
ATENOR,100   MG,COMPRIME,ATENOLOL,CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,POLYMEDIC,Commercialisé,AMM ENREGISTREE,BOITE DE 28,GN,"37,00 DH","23,10 DH","22,02 DH",0%,-,43
ATENOR,100   MG,COMPRIME,ATENOLOL,CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,POLYMEDIC,Commercialisé,AMM ENREGISTREE,BOITE DE 56,GN,"71,00 DH","44,40 DH","42,26 DH",0%,-,43
ATEPADENE,30   MG,GELULE,ADENOSINE TRIPHOSPHATE,RHUMATOLOGIE,COOPER PHARMA,Non Commercialisé,AMM ENREGISTREE,BOITE DE 30,PP,"66,70 DH","41,70 DH","39,72 DH",0%,-,43
ATGAM,50 MG / ML,SOLUTION A DILUER POUR PERFUSION,IMMUNOGLOBULINE EQUINE ANTI-TYMPHOCYTE HUMAINES,IMMUNOTHERAPIE,PFIZER,Commercialisé,AMM ENREGISTREE,BOITE DE 5 AMPOULES DE 5 ML,PP,29.000.00 DH,28.439.00 DH,28.039.22 DH,0%,-,43
ATHYMIL,30   MG,COMPRIME PELLICULE,MIANSERINE (CHLORHYDRATE),PSYCHIATRIE,COOPER PHARMA,Commercialisé,AMM ENREGISTREE,BOITE DE 20,PP,"91,90 DH","57,40 DH","54,68 DH",0%,-,44
ATIAF,100   MG,COMPRIME,ACIDE TIAPROFENIQUE,ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,PHARMED,Commercialisé AO,AMM ENREGISTREE,BOITE DE 10,GN,"10,50 DH","6,60 DH","6,28 DH",0%,-,44
ATIAF,100   MG,COMPRIME,ACIDE TIAPROFENIQUE,ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,PHARMED,Commercialisé AO,AMM ENREGISTREE,BOITE DE 20,GN,"18,60 DH","11,60 DH","11,05 DH",0%,-,44
ATIAF,100   MG,COMPRIME,ACIDE TIAPROFENIQUE,ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,PHARMED,Commercialisé,AMM ENREGISTREE,BOITE DE 30,GN,"24,30 DH","15,20 DH","14,46 DH",0%,-,44
ATIAF,200   MG,COMPRIME,ACIDE TIAPROFENIQUE,ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,PHARMED,Commercialisé,AMM ENREGISTREE,BOITE DE 10,GN,"18,90 DH","11,80 DH","11,24 DH",0%,-,44
ATIAF,200   MG,COMPRIME,ACIDE TIAPROFENIQUE,ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,PHARMED,Commercialisé,AMM ENREGISTREE,BOITE DE 20,GN,"33,60 DH","21,00 DH","20,02 DH",0%,-,44
ATIKEN,160   MG,COMPRIME,VALSARTAN,CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,PROMOPHARM,Non Commercialisé,AMM ENREGISTREE,BOITE DE 14,GN,"85,70 DH","53,50 DH","50,99 DH",0%,-,44
ATIKEN,160   MG,COMPRIME,VALSARTAN,CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,PROMOPHARM,Commercialisé,AMM ENREGISTREE,BOITE DE 28,GN,"153,00 DH","95,60 DH","91,06 DH",0%,-,44
ATIKEN,40   MG,COMPRIME,VALSARTAN,CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,PROMOPHARM,Non Commercialisé,AMM ENREGISTREE,BOITE DE 14,GN,"44,80 DH","28,00 DH","26,67 DH",0%,-,44
ATIKEN,40   MG,COMPRIME,VALSARTAN,CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,PROMOPHARM,Non Commercialisé,AMM ENREGISTREE,BOITE DE 28,GN,"78,80 DH","49,30 DH","46,93 DH",0%,-,44
ATIKEN,80   MG,COMPRIME,VALSARTAN,NA,PROMOPHARM,Retiré du Marché,AMM RETIREE,BOITE DE 14,GN,"74,70 DH","46,70 DH","44,46 DH",0%,-,44
ATIKEN,80   MG,COMPRIME,VALSARTAN,CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,PROMOPHARM,Commercialisé,AMM ENREGISTREE,BOITE DE 28,GN,"130,00 DH","81,30 DH","77,41 DH",0%,-,44
ATOPIX,10   MG,COMPRIME PELLICULE,CETIRIZINE (DICHLORHYDRATE),PNEUMOLOGIE-ALLERGOLOGIE,SYNTHEMEDIC,Commercialisé,AMM ENREGISTREE,BOITE DE 15,GN,"42,80 DH","26,70 DH","25,47 DH",0%,-,44
ATOPIX,10   MG,COMPRIME PELLICULE,CETIRIZINE (DICHLORHYDRATE),PNEUMOLOGIE-ALLERGOLOGIE,SYNTHEMEDIC,Commercialisé,AMM ENREGISTREE,BOITE DE 30,GN,"78,90 DH","49,30 DH","46,99 DH",0%,-,44
ATOPIX,1   MG  /   ML,SOLUTION BUVABLE,CETIRIZINE (DICHLORHYDRATE),PNEUMOLOGIE-ALLERGOLOGIE,SYNTHEMEDIC,Non Commercialisé,AMM ENREGISTREE,BOITE D’UN FLACON DE 60 ML,GN,"21,70 DH","13,60 DH","12,95 DH",0%,-,44
ATRICAN,250   MG,CAPSULE MOLLE,TENONITROZOLE,NA,MAPHAR,Retiré du Marché,AMM RETIREE,BOITE DE 8,PP,"34,50 DH","21,50 DH","19,21 DH",0%,-,44
ATROPINE,0.5  MG /  ML,SOLUTION INJECTABLE EN AMPOULE DE 1 ML,ATROPINE (SULFATE),ANESTHESIE-REANIMATION,SOTHEMA,Commercialisé AO,AMM ENREGISTREE,BOITE DE 100 AMPOULES,GN,"268,00 DH","178,50 DH","170,00 DH",0%,-,44
ATROPINE,0.25   MG  /   ML,SOLUTION INJECTABLE EN AMPOULE DE 1 ML,ATROPINE (SULFATE),ANESTHESIE-REANIMATION,SOTHEMA,Commercialisé AO,AMM ENREGISTREE,BOITE DE 100 AMPOULES,GN,"268,00 DH","178,50 DH","170,00 DH",0%,-,44
ATROPINE,1   MG  /   ML,SOLUTION INJECTABLE EN AMPOULE DE 1ML,ATROPINE (SULFATE),ANESTHESIE-REANIMATION,SOTHEMA,Commercialisé,AMM ENREGISTREE,BOITE DE 100 AMPOULES,GN,"268,00 DH","178,50 DH","170,00 DH",0%,-,44
ATROPINE PROMOPHARM,"0,25   MG",SOLUTION INJECTABLE,ATROPINE (SULFATE),ANESTHESIE-REANIMATION,PROMOPHARM,Commercialisé,AMM ENREGISTREE,BOITE DE 100 AMPOULE DE 1 ML,GN,"268,00 DH","178,50 DH","170,00 DH",0%,-,44
ATROPINE PROMOPHARM,"0,50   MG",SOLUTION INJECTABLE,ATROPINE (SULFATE),ANESTHESIE-REANIMATION,PROMOPHARM,Commercialisé,AMM ENREGISTREE,BOITE DE 100 AMPOULE DE 1 ML,GN,"268,00 DH","178,50 DH","170,00 DH",0%,-,45
ATROPINE PROMOPHARM,1   MG,SOLUTION INJECTABLE,ATROPINE (SULFATE),ANESTHESIE-REANIMATION,PROMOPHARM,Commercialisé,AMM ENREGISTREE,BOITE DE 100 AMPOULE DE 1 ML,GN,"268,00 DH","178,50 DH","170,00 DH",0%,-,45
ATROPINE SULFATE AGGUETTANT,"0,5   MG  /  5  ML",SOLUTION INJECTABLE EN SERINGUE PREREMPLIE,ATROPINE (SULFATE),ANESTHESIE-REANIMATION,HEMOLAB PHARMA,AMM sans prix,AMM ENREGISTREE,BOITE DE 10 SERINGUES DE 5 ML,NA,SANSPPV DH,SANSPH DH,SANSPFHT DH,0%,-,45
ATROVENT ADULTE,"0,5   MG  /  2  ML",SOLUTION POUR INHALATION NASALE,IPRATROPIUM (BROMURE),PNEUMOLOGIE-ALLERGOLOGIE,BOTTU,Commercialisé,AMM ENREGISTREE,BOITE DE 10 RECIPIENTS UNIDOSES,PP,"64,20 DH","40,10 DH","38,20 DH",0%,-,45
ATROVENT ENFANT,"0,25   MG  /  2  ML",SOLUTION POUR INHALATION NASALE,IPRATROPIUM (BROMURE),PNEUMOLOGIE-ALLERGOLOGIE,BOTTU,Commercialisé,AMM ENREGISTREE,BOITE DE 10 RECIPIENTS UNIDOSES,PP,"45,10 DH","28,20 DH","26,84 DH",0%,-,45
AUBAGIO,14   MG,COMPRIME PELLICULE,TERIFLUNOMIDE,IMMUNOMODULATEURS,SANOFI AVENTIS,Commercialisé,AMM ENREGISTREE,BOITE DE 28,PP,8.699.00 DH,8.537.00 DH,8.137.01 DH,0%,-,45
AUCLAVIN,"500   MG  /  62,5   MG",POUDRE POUR SUSPENSION BUVABLE,AMOXICILLINE (TRIHYDRATEE) // ACIDE CLAVULANIQUE,INFECTIOLOGIE-PARASITOLOGIE,DEVA PHARMACEUTIQUE,Non Commercialisé,AMM ENREGISTREE,BOITE DE 12 SACHETS,GN,"49,50 DH","30,90 DH","29,48 DH",0%,-,45
AUCLAVIN,"500   MG  /  62,5   MG",POUDRE POUR SUSPENSION BUVABLE,AMOXICILLINE (TRIHYDRATEE) // ACIDE CLAVULANIQUE,INFECTIOLOGIE-PARASITOLOGIE,DEVA PHARMACEUTIQUE,Non Commercialisé,AMM ENREGISTREE,BOITE DE 16 SACHETS,GN,"66,40 DH","41,50 DH","39,50 DH",0%,-,45
AUCLAVIN,"500   MG  /  62,5   MG",POUDRE POUR SUSPENSION BUVABLE,AMOXICILLINE (TRIHYDRATEE) // ACIDE CLAVULANIQUE,INFECTIOLOGIE-PARASITOLOGIE,DEVA PHARMACEUTIQUE,Non Commercialisé,AMM ENREGISTREE,BOITE DE 24 SACHETS,GN,"87,80 DH","54,90 DH","52,29 DH",0%,-,45
AUCLAVIN,1 g  /  125   MG,POUDRE POUR SUSPENSION BUVABLE,AMOXICILLINE (TRIHYDRATEE) // ACIDE CLAVULANIQUE,INFECTIOLOGIE-PARASITOLOGIE,DEVA PHARMACEUTIQUE,Non Commercialisé,AMM ENREGISTREE,BOITE DE 12 SACHETS,GN,"76,30 DH","47,70 DH","45,45 DH",0%,-,45
AUCLAVIN,1 g  /  125   MG,POUDRE POUR SUSPENSION BUVABLE,AMOXICILLINE (TRIHYDRATEE) // ACIDE CLAVULANIQUE,INFECTIOLOGIE-PARASITOLOGIE,DEVA PHARMACEUTIQUE,Non Commercialisé,AMM ENREGISTREE,BOITE DE 16 sachets,GN,"100,00 DH","62,50 DH","59,53 DH",0%,-,45
AUCLAVIN,1 g  /  125   MG,POUDRE POUR SUSPENSION BUVABLE,AMOXICILLINE (TRIHYDRATEE) // ACIDE CLAVULANIQUE,INFECTIOLOGIE-PARASITOLOGIE,DEVA PHARMACEUTIQUE,Non Commercialisé,AMM ENREGISTREE,BOITE DE 24 SACHETS,GN,"129,90 DH","81,20 DH","77,33 DH",0%,-,45
AUGMENTIN,1 G  /  125   MG,SACHET,AMOXICILLINE // ACIDE CLAVULANIQUE,INFECTIOLOGIE-PARASITOLOGIE,GSK,Commercialisé,AMM ENREGISTREE,BOITE DE 12,PP,"118,00 DH","73,70 DH","70,24 DH",0%,-,45
AUGMENTIN,1 G  /  125   MG,SACHET,AMOXICILLINE // ACIDE CLAVULANIQUE,INFECTIOLOGIE-PARASITOLOGIE,GSK,Commercialisé,AMM ENREGISTREE,BOITE DE 16,PP,"157,20 DH","98,20 DH","93,57 DH",0%,-,45
AUGMENTIN,1 G  /  125   MG,SACHET,AMOXICILLINE // ACIDE CLAVULANIQUE,INFECTIOLOGIE-PARASITOLOGIE,GSK,Commercialisé,AMM ENREGISTREE,BOITE DE 24,PP,"207,00 DH","129,70 DH","123,53 DH",0%,-,45
AUGMENTIN ADULTE,"500   MG  /  62,5   MG",COMPRIME PELLICULE,AMOXICILLINE // ACIDE CLAVULANIQUE,INFECTIOLOGIE-PARASITOLOGIE,GSK,Commercialisé,AMM ENREGISTREE,BOITE DE 32,PP,"129,30 DH","80,80 DH","76,96 DH",0%,-,45
AUGMENTIN ADULTE,1 G  /  200   MG,POUDRE POUR SOLUTION INJECTABLE,AMOXICILLINE // ACIDE CLAVULANIQUE,INFECTIOLOGIE-PARASITOLOGIE,GSK,Non Commercialisé,AMM ENREGISTREE,BOITE DE 1 FLACON,PP,"44,70 DH","27,90 DH","26,59 DH",0%,-,45
AUGMENTIN ADULTE,"500   MG  /  62,5   MG",COMPRIME PELLICULE,AMOXICILLINE // ACIDE CLAVULANIQUE,NA,GSK,Retiré du Marché,AMM RETIREE,BOITE DE 24,PP,"111,60 DH","69,50 DH","62,07 DH",0%,-,45
AUGMENTIN ENFANT,"100   MG  /  12,5   MG  /   ML",POUDRE POUR SUSPENSION ORALE,AMOXICILLINE // ACIDE CLAVULANIQUE,INFECTIOLOGIE-PARASITOLOGIE,GSK,Commercialisé,AMM ENREGISTREE,BOITE DE 1 FLACON DE 60 ML,PP,"60,50 DH","37,80 DH","36,04 DH",0%,-,45
AUGMENTIN ENFANT,"500   MG  /  62,5   MG",SACHET,AMOXICILLINE // ACIDE CLAVULANIQUE,INFECTIOLOGIE-PARASITOLOGIE,GSK,Commercialisé,AMM ENREGISTREE,BOITE DE 12,PP,"74,60 DH","46,60 DH","44,43 DH",0%,-,45
"AUGMENTIN ENFANTS ET NOURRISSONS,",500   MG  /  50   MG,POUDRE POUR SOLUTION INJECTABLE,AMOXICILLINE // ACIDE CLAVULANIQUE,INFECTIOLOGIE-PARASITOLOGIE,GSK,Non Commercialisé,AMM ENREGISTREE,BOITE DE 1 FLACON,PP,"18,70 DH","11,70 DH","11,11 DH",0%,-,46
AUGMENTIN ES,"600   MG  /  42,9   MG  /  5  ML",POUDRE POUR SUSPENSION BUVABLE,AMOXICILLINE // ACIDE CLAVULANIQUE,INFECTIOLOGIE-PARASITOLOGIE,GSK,AMM sans prix,AMM ENREGISTREE,FLACON DE 100 ML,PP,SANSPPV DH,SANSPH DH,SANSPFHT DH,0%,-,46
AUGMENTIN ES,"600   MG  /  42,9   MG  /  5  ML",POUDRE POUR SUSPENSION BUVABLE,AMOXICILLINE // ACIDE CLAVULANIQUE,INFECTIOLOGIE-PARASITOLOGIE,GSK,AMM sans prix,AMM ENREGISTREE,FLACON DE 50 ML,PP,SANSPPV DH,SANSPH DH,SANSPFHT DH,0%,-,46
AUGMENTIN NOURRISSON,"100   MG  /  12,5   MG  /   ML",POUDRE POUR SUSPENSION ORALE,AMOXICILLINE // ACIDE CLAVULANIQUE,INFECTIOLOGIE-PARASITOLOGIE,GSK,Commercialisé,AMM ENREGISTREE,BOITE DE 1 FLACON DE 30 ML,PP,"36,60 DH","22,90 DH","21,78 DH",0%,-,46
AUGMENTIN SR,"1000   MG  /  62,5   MG",COMPRIME A LIBERATION PROLONGEE,AMOXICILLINE // ACIDE CLAVULANIQUE,INFECTIOLOGIE-PARASITOLOGIE,GSK,AMM sans prix,AMM ENREGISTREE,BOITE DE 20,PP,SANSPPV DH,SANSPH DH,SANSPFHT DH,0%,-,46
AUGMENTIN SR,"1000   MG  /  62,5   MG",COMPRIME A LIBERATION PROLONGEE,AMOXICILLINE // ACIDE CLAVULANIQUE,INFECTIOLOGIE-PARASITOLOGIE,GSK,AMM sans prix,AMM ENREGISTREE,BOITE DE 28,PP,SANSPPV DH,SANSPH DH,SANSPFHT DH,0%,-,46
AUGMENTIN SR,"1000   MG  /  62,5   MG",COMPRIME A LIBERATION PROLONGEE,AMOXICILLINE // ACIDE CLAVULANIQUE,INFECTIOLOGIE-PARASITOLOGIE,GSK,AMM sans prix,AMM ENREGISTREE,BOITE DE 40,PP,SANSPPV DH,SANSPH DH,SANSPFHT DH,0%,-,46
AULCER,20   MG,GELULE,OMEPRAZOLE,GASTROENTEROLOGIE-HEPATOLOGIE,IBERMA,Commercialisé,AMM ENREGISTREE,BOITE DE 14,GN,"49,30 DH","30,80 DH","29,37 DH",0%,-,46
AULCER,20   MG,GELULE,OMEPRAZOLE,GASTROENTEROLOGIE-HEPATOLOGIE,IBERMA,Commercialisé,AMM ENREGISTREE,BOITE DE 28,GN,"95,30 DH","59,60 DH","56,74 DH",0%,-,46
AULIN,100   MG,COMPRIME,NIMESULIDE,ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,ERGO MAROC,Non Commercialisé,AMM ENREGISTREE,BOITE DE 20,PP,"61,90 DH","38,70 DH","36,88 DH",0%,-,46
AUREOMYCINE,0.01,POMMADE OPHTALMIQUE,CHLORTETRACYCLINE (CHLORHYDRATE),OPHTALMOLOGIE,PROMOPHARM,Commercialisé,AMM ENREGISTREE,TUBE DE 5 G,GN,"9,40 DH","5,80 DH","5,58 DH",0%,-,46
AUREOMYCINE,0.03,POMMADE,CHLORTETRACYCLINE (CHLORHYDRATE),DERMATOLOGIE-VENEROLOGIE,PROMOPHARM,Commercialisé,AMM ENREGISTREE,TUBE DE 15 G,GN,"8,70 DH","5,40 DH","5,17 DH",0%,-,46
AUREOMYCINE THERAPLIX,0.03,POMMADE,CHLORTETRACYCLINE (CHLORHYDRATE),DERMATOLOGIE-VENEROLOGIE,POLYMEDIC,Commercialisé,AMM ENREGISTREE,TUBE DE 15 G,PP,"8,40 DH","5,30 DH","5,01 DH",0%,-,46
AURICULARUM,90000 UI  /  100000 UI  /  1000000 UI  /  10   MG,POUDRE AURICULAIRE ET SOLVANT,OXYTETRACYCLINE (CHLORHYDRATE) // POLYMYXINE B (SULFATE) // NYSTATINE // DEXAMETHASONE,ORL-STOMATOLOGIE,SOTHEMA,Commercialisé,AMM ENREGISTREE,AMPOULE DE 10 ML,PP,"73,80 DH","46,10 DH","43,95 DH",0%,-,46
AVACOR,150   MG,COMPRIME PELLICULE,IRBESARTAN,CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,POLYMEDIC,Commercialisé,AMM ENREGISTREE,BOITE DE 30,GN,"116,40 DH","72,80 DH","69,32 DH",0%,-,46
AVACOR,300   MG,COMPRIME PELLICULE,IRBESARTAN,CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,POLYMEDIC,Commercialisé,AMM ENREGISTREE,BOITE DE 30,GN,"160,00 DH","100,00 DH","95,24 DH",0%,-,46
AVAMYS,"27,5 µG  /  PULVERISATION",SUSPENSION POUR PULVERISATION NASALE,FLUTICASONE (FUROATE),PNEUMOLOGIE-ALLERGOLOGIE,GSK,Commercialisé,AMM ENREGISTREE,FLACON DE 120 PULVIRESATION,PP,"107,50 DH","67,20 DH","63,97 DH",0%,-,46
AVAMYS,"27,5 µG  /  PULVERISATION",SUSPENSION POUR PULVERISATION NASALE,FLUTICASONE (FUROATE),NA,GSK,Retiré du Marché,AMM RETIREE,FLACON DE 30 PULVIRESATION,PP,"35,90 DH","22,40 DH","19,97 DH",0%,-,46
AVAMYS,"27,5 µG  /  PULVERISATION",SUSPENSION POUR PULVERISATION NASALE,FLUTICASONE (FUROATE),NA,GSK,Retiré du Marché,AMM RETIREE,FLACON DE 60 PULVIRESATION,PP,"64,40 DH","40,10 DH","35,83 DH",0%,-,46
AVANDAMET,1   MG  /  500   MG,COMPRIME PELLICULE,ROSIGLITAZONE,NA,GSK,Retiré du Marché,AMM RETIREE,BOITE DE 14,-,SANSPPV DH,SANSPH DH,SANSPFHT DH,0%,-,46
AVANDAMET,1   MG  /  500   MG,COMPRIME PELLICULE,ROSIGLITAZONE,NA,GSK,Retiré du Marché,AMM RETIREE,BOITE DE 28,-,SANSPPV DH,SANSPH DH,SANSPFHT DH,0%,-,47
AVANDAMET,2   MG  /  1000   MG,COMPRIME PELLICULE,ROSIGLITAZONE,NA,GSK,Retiré du Marché,AMM RETIREE,BOITE DE 14,-,SANSPPV DH,SANSPH DH,SANSPFHT DH,0%,-,47
AVANDAMET,2   MG  /  1000   MG,COMPRIME PELLICULE,ROSIGLITAZONE,NA,GSK,Retiré du Marché,AMM RETIREE,BOITE DE 28,-,SANSPPV DH,SANSPH DH,SANSPFHT DH,0%,-,47
AVANDAMET,2   MG  /  500   MG,COMPRIME PELLICULE,ROSIGLITAZONE,NA,GSK,Retiré du Marché,AMM RETIREE,BOITE DE 14,-,SANSPPV DH,SANSPH DH,SANSPFHT DH,0%,-,47
AVANDAMET,2   MG  /  500   MG,COMPRIME PELLICULE,ROSIGLITAZONE,NA,GSK,Retiré du Marché,AMM RETIREE,BOITE DE 28,-,SANSPPV DH,SANSPH DH,SANSPFHT DH,0%,-,47
AVANDAMET,4   MG  /  1000   MG,COMPRIME PELLICULE,ROSIGLITAZONE,NA,GSK,Retiré du Marché,AMM RETIREE,BOITE DE 14,-,SANSPPV DH,SANSPH DH,SANSPFHT DH,0%,-,47
AVANDAMET,4   MG  /  1000   MG,COMPRIME PELLICULE,ROSIGLITAZONE,NA,GSK,Retiré du Marché,AMM RETIREE,BOITE DE 28,-,SANSPPV DH,SANSPH DH,SANSPFHT DH,0%,-,47
AVANDAMET,4   MG  /  500   MG,COMPRIME PELLICULE,ROSIGLITAZONE,NA,GSK,Retiré du Marché,AMM RETIREE,BOITE DE 14,-,SANSPPV DH,SANSPH DH,SANSPFHT DH,0%,-,47
AVANDAMET,4   MG  /  500   MG,COMPRIME PELLICULE,ROSIGLITAZONE,NA,GSK,Retiré du Marché,AMM RETIREE,BOITE DE 28,-,SANSPPV DH,SANSPH DH,SANSPFHT DH,0%,-,47
AVANDARYL,4   MG  /  1   MG,COMPRIME,GLIMEPIRIDE // ROSIGLITAZONE,NA,GSK,Retiré du Marché,AMM RETIREE,BOITE DE 14,-,SANSPPV DH,SANSPH DH,SANSPFHT DH,0%,-,47
AVANDARYL,4   MG  /  1   MG,COMPRIME,GLIMEPIRIDE // ROSIGLITAZONE,NA,GSK,Retiré du Marché,AMM RETIREE,BOITE DE 28,-,SANSPPV DH,SANSPH DH,SANSPFHT DH,0%,-,47
AVANDARYL,4   MG  /  2   MG,COMPRIME,GLIMEPIRIDE // ROSIGLITAZONE,NA,GSK,Retiré du Marché,AMM RETIREE,BOITE DE 14,-,SANSPPV DH,SANSPH DH,SANSPFHT DH,0%,-,47
AVANDARYL,4   MG  /  2   MG,COMPRIME,GLIMEPIRIDE // ROSIGLITAZONE,NA,GSK,Retiré du Marché,AMM RETIREE,BOITE DE 28,-,SANSPPV DH,SANSPH DH,SANSPFHT DH,0%,-,47
AVANDARYL,4   MG  /  3   MG,COMPRIME,GLIMEPIRIDE // ROSIGLITAZONE,NA,GSK,Retiré du Marché,AMM RETIREE,BOITE DE 28,-,SANSPPV DH,SANSPH DH,SANSPFHT DH,0%,-,47
AVANDARYL,4   MG  /  4   MG,COMPRIME,GLIMEPIRIDE // ROSIGLITAZONE,NA,GSK,Retiré du Marché,AMM RETIREE,BOITE DE 14,-,SANSPPV DH,SANSPH DH,SANSPFHT DH,0%,-,47
AVANDIA,2   MG,COMPRIME PELLICULE,ROSIGLITAZONE,NA,GSK,Retiré du Marché,AMM RETIREE,BOITE DE 28,PP,SANSPPV DH,SANSPH DH,SANSPFHT DH,0%,-,47
AVANDIA,2   MG,COMPRIME PELLICULE,ROSIGLITAZONE,NA,GSK,Retiré du Marché,AMM RETIREE,BOITE DE 14,-,SANSPPV DH,SANSPH DH,SANSPFHT DH,0%,-,47
AVANDIA,4   MG,COMPRIME PELLICULE,ROSIGLITAZONE,NA,GSK,Retiré du Marché,AMM RETIREE,BOITE DE 14,PP,SANSPPV DH,SANSPH DH,SANSPFHT DH,0%,-,47
AVANDIA,4   MG,COMPRIME PELLICULE,ROSIGLITAZONE,NA,GSK,Retiré du Marché,AMM RETIREE,BOITE DE 28,PP,SANSPPV DH,SANSPH DH,SANSPFHT DH,0%,-,47
AVANDIA,4   MG,COMPRIME PELLICULE,ROSIGLITAZONE,NA,GSK,Retiré du Marché,AMM RETIREE,BOITE DE 7,PP,SANSPPV DH,SANSPH DH,SANSPFHT DH,0%,-,47
AVANDIA,8   MG,COMPRIME PELLICULE,ROSIGLITAZONE,NA,GSK,Retiré du Marché,AMM RETIREE,BOITE DE 14,PP,SANSPPV DH,SANSPH DH,SANSPFHT DH,0%,-,48
AVANDIA,8   MG,COMPRIME PELLICULE,ROSIGLITAZONE,NA,GSK,Retiré du Marché,AMM RETIREE,BOITE DE 28,PP,SANSPPV DH,SANSPH DH,SANSPFHT DH,0%,-,48
AVANDIA,8   MG,COMPRIME PELLICULE,ROSIGLITAZONE,NA,GSK,Retiré du Marché,AMM RETIREE,BOITE DE 7,PP,SANSPPV DH,SANSPH DH,SANSPFHT DH,0%,-,48
AVAQUIN,500   MG,COMPRIME PELLICULE,LEVOFLOXACINE,INFECTIOLOGIE-PARASITOLOGIE,POLYMEDIC,Commercialisé,AMM ENREGISTREE,BOITE DE 7,GN,"102,80 DH","64,30 DH","61,20 DH",0%,-,48
AVASAR,50   MG,COMPRIME,LOSARTAN (POTASSIQUE),CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,GENPHARMA,Commercialisé,AMM ENREGISTREE,BOITE DE 14,GN,"40,00 DH","25,00 DH","23,79 DH",0%,-,48
AVASAR,50   MG,COMPRIME,LOSARTAN (POTASSIQUE),CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,GENPHARMA,Commercialisé,AMM ENREGISTREE,BOITE DE 28,GN,"77,20 DH","48,20 DH","45,96 DH",0%,-,48
AVASAR,50   MG,COMPRIME,LOSARTAN (POTASSIQUE),CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,GENPHARMA,Commercialisé,AMM ENREGISTREE,BOITE DE 7,GN,"22,70 DH","14,20 DH","13,52 DH",0%,-,48
AVASTIN,100   MG  /  4  ML,CONCENTRE POUR PREPARATION D'UNE SOLUTION POUR PERFUSION,BEVACIZUMAB,CANCEROLOGIE,ROCHE,Commercialisé,AMM ENREGISTREE,BOITE DE 1 FLACON - AMPOULE DE 4 ML,PP,2.908.00 DH,2.581.00 DH,2.459.00 DH,0%,-,48
